Airline Name | Title | Rating | Verified | Review_Text
United Airlines | "competent but not especially glamorous" | 7 | ✅ Trip Verified | TPE-MFR via SFO, RT. All flights on time. Seat, bedding and entertainment are good. Staff very professional and food service was very quick. Food is edible, but certainly not like the meals on Singapore Airlines or Emirates. The food at the EVA lounge United uses in TPE is mediocre at best, and the lounges at SFO are incredibly crowded to the point of being ridiculous and uncomfortable. All in all competent but not especially glamorous experience. I would have given this a "9" or "10" if the lounges weren't so crowded.
United Airlines | "not received any compensation" | 1 | Not Verified | I took my annual vacation to Cebu Philippines in November 2024. The attendants are not very professional nor friendly. The return flight was even worse.  The flight from Seoul (ICN) was the biggest issue. The flight boarded and took off but had to return to the airport for a technical issue. The flight attendant said the plane was out of balance. This was after 1 1/2 hours into the flight. Then we were put on the Skybridge while the problems, more than just the weight distribution were fixed. One point to consider was I had a 7 hour layover in Seoul. We finally took off again after a long wait. Upon arriving in San Francisco (SFO), the connecting flight had taken off an hour earlier. I was supposed to have a 3 hour layover in SFO. I had to wait another 13 hours for another flight. no meal voucher, no hotel room, no compensation. After finally arriving in Raleigh (RDU) my luggage was not present. So I had to file a claim for lost luggage. No compensation or any concern about it. The Luggage claims desk did not even know there was a flight arriving that morning. I had to make numerous phone calls, one representative actually laughed about it. I have not received any compensation from United for their lack of professionalism, and availability to conduct a flight operation within a reasonable schedule.
United Airlines | "never fly United again"  | 1 | ✅ Trip Verified | They downgraded me out of first class while simultaneously upgrading other passengers to my seat and separated me from my spouse and never provided explanation. The voucher they gave me was worth significantly less than the difference in fare. We also waited 90 minutes for our bags before clearing customs, which added even more stress to our international flight home. In addition, no one would even try to help us figure out why this happened. I will never fly United again.
United Airlines | “Such a fantastic flight” | 1 | Not Verified | Such a fantastic flight. Our flight attendant Jay was incredible! His demeanour was cheerful and friendly and I truly wish every attendant was like him. From the moment you got on the plane he had a positive energy and was respectful and helpful of all the guests. Love United and kudos for such a great team!
Turkish Airlines | "not the best business class" | 1 | ✅ Trip Verified | We just arrived in Istanbul at 8pm from Narita on flight that was 2h delayed (they informed us just before check-in) and missed our connection from Istanbul to Madrid. The transfer desk rescheduled us for the next morning at 6:45 and told us that while we are entitled to a hotel, they did not have any contracts with hotels near Istanbul airport and that for a downtown hotel the time is too short (as we would need to literally get back on a shuttle at 2 or 3am) - hence we should go to the business class lounge. We did and they had some 'suites' with beds to relax - but these are only available when your layover is between 4 and 9h - not the 12h we had (counting our non-delayed scheduled arrival and the newly scheduled departure). Hence, we could not get those suites - a rule that quite apparently should not be applied to cases where due to TA's failure we had to be rescheduled on such inconvenient terms. Yet, 2 lounge employees and their supervisor stood by that rule. I literally asked the supervisor why he was going to great lengths to make sure that we had a miserable experience if there was such a simple way to please a tired business class traveller. That's TA business class for me - will find other ways to travel to Asia in the future. In short, very clearly not the best business class airline.
Turkish Airlines | "They offered no compensation" | 1 | Not Verified | My recent experience left me extremely disappointed and frustrated. I purchased a round-trip ticket  for an international flight on March 19, 2025, and completed online check-in well in advance. On the day of my flight, due to a delay in a connecting United Airlines flight, I arrived at the Turkish Airlines counter 58 minutes before departure. Upon noticing the delay, I had contacted Turkish Airlines, who assured me that a note had been added to my reservation to allow for a brief waiting period. When I arrived at the counter, I was told that my check-in had been canceled. When I followed up with Turkish Airlines  I was shocked to receive a template response that ignored every point I raised. They offered no compensation.  I had paid for additional services (exit row seat and business upgrade on return), and I was left to cover the cost of replacement tickets.
Turkish Airlines | "crew were not friendly" | 1 | ✅ Trip Verified | I travelled back home with Turkish Airlines business Class and the Check in was terrible with long que at the business class desks and the Crew never handed out amenity kits for the flight home. I asked for a glass of wine with my meal and it never arrived so I asked again during my meal but still nothing happened. The crew were not friendly and seemed disinterested.  I contacted their Customer services on 13th March 2025 to get my membership activated so I could use Shop and miles but it has not been activated despite several attempts to contact the customer services the reply remains exactly the same and they don't answer any questions but simply say the activation is being worked on but I feel they have no intention of activating my membership.
Turkish Airlines | "$300 just to cancel the ticket" | 1 | Not Verified | We have flown with Turkish several times before without anything bothersome other than delayed baggage due to a late connection in Istanbul. But for this itinerary, purchased in April 2025 for a flight in July, we paid the fare indicated on the web site ($1095) and were given a receipt and promised an eticket in email within 24 hours. No eticket! The first phone agent said that there were $365 in taxes added to the fare in between the time we clicked on it and paid for it, thus they would not issue the ticket until we paid that. After talking to a supervisor, he agreed to reduce the extra payment by $100. Then I spoke to the "floor supervisor" who explained that it was not taxes, it was a glitch in their computer system and we must pay the $265. Finally he agreed to forget it and promised an eticket in 24 hours. No eticket! Now they want me to pay $300 just to cancel the ticket. And the supervisor (the same guy) refused to recognize what he had said before.
Turkish Airlines | "incredibly little legroom" | 3 | ✅ Trip Verified | I've been flying several times with this airline on the HEL-SIN route and usually found it to be a good airline, until things go wrong. Last year our return flight war a real adventure, but we wanted to give it the benefit of the doubt and booked again with the same company. This time I needed a more comfortable seat and booked a preferred seat, noticing that they advertised it as an extra legroom seat. I was wrong. The Facebook advertisement is misleading and I got it wrong, seating in a place with incredibly little legroom, less than in an ordinary seat on their A320s. I asked for a refund, given the fact that I felt misled into buying a product that does not exist, but they denied any responsibility and I threw away lots of mileage points for nothing.
Turkish Airlines | "Very bad experience" | 1 | ✅ Trip Verified | Very bad experience. First they canceled our seat reservation 2 weeks before our flight seperating our family with children. Then we called and they told us we couldnt do anything but wait for reimbursement (which takes 7 days and it was a full flight) and then pick our seats again. It was a full flight! I told them we didnt cancel it they did. He yeld at us saying we had to pay for seats. Finally they understood that i already Paid and they canceled us. We ended up with the same seats i reserved in the first place. Then i asked at the airport ticket stand to make sure our stroller got off with us when we arrived at Istanbul specifically said before we boarded that we need our stroller with a 6 hour layover, the lady put something on our stroller saying it will be taken off, they did not leave us the stroller for our baby and when we went to customer service they ran us around the Istanbul airport looking for their stupid strollers that are hard seats and dont lay back. We did not find anything. We were exhausted and they didnt help us at all. We walked in every direction they told us and we found no help. We had a lot to carry and a 1 year old who needed to nap. Now we missed our flight going home because our child became sick just before we left for the flight. Customer service couldnt even get us stand by and kept telling us they couldn't do anything. What's the point of customer service if they can't help their customers. The worst attitudes too. You pay all that money and they can't even help. They tried to sell us a one way ticket that was more than what we paid for our entire trip. We had a 2 week trip.
Turkish Airlines | "Seats on the A330 were comfortable" | 7 | ✅ Trip Verified | Checkin was very slow with just three counters open for the full flight. Boarding was unorganized and chaotic with just two gate agents being overwhelmed controlling the crowd. There were no boarding groups and at the end they gave up and it was free for all. As a result, the flight took off 50 minutes late. Seats on the A330 were comfortable with a responsible seat pitch. Service was good with ok food.
Turkish Airlines | "Keeping the cabin in total darkness" | 1 | ✅ Trip Verified | I paid €68 to select two window seats on a daytime Turkish Airlines flight from Istanbul to Taipei, expecting to enjoy the view. However, on Turkish Airlines' new aircraft, the windows no longer have manual blinds—instead, they use an electronic dimming system that can be centrally controlled by the crew. On both the outbound and return flights (Istanbul–Taipei–Istanbul), the crew kept the windows fully dimmed the entire flight, despite multiple requests to adjust them even slightly. Their response? “Company policy.” One of the most frustrating parts was flying over China, where the high mountains were covered in snow—an absolutely spectacular view. But the only way to see it was through the bottom camera on the entertainment system, which is available from any seat. This is no substitute for a real view through an actual window. If this is their policy, why do they charge extra for window seats? This is misleading and unfair. Keeping the cabin in total darkness for daytime flights forces passengers into an unnatural sleep cycle. Many people, including myself, arrived at our destinations in the evening, unable to sleep at night and severely jetlagged. It makes you wonder—is this about passenger comfort, or just making the crew’s job easier by keeping people asleep? I reached out to customer service, expecting an explanation or resolution, but all I received were generic, copy-paste responses that ignored my concerns. Their final message made it clear that they would not take my complaint further, essentially telling me to give up and stop writing. It’s obvious that Turkish Airlines does not care about passenger experience.
Turkish Airlines | "they denied any compensation" | 2 | ✅ Trip Verified | I had an extremely disappointing experience with Turkish Airlines. During our recent trip, they broke our baby stroller, which we only noticed after leaving the terminal and reaching the parking lot. When we reported the issue and sought compensation, they refused to assist, citing that we didn’t report it immediately at the airport. Even though we raised the concern the same day after arriving home, their response was dismissive. They claimed the report should have been made on the same day if we had already left the airport, and they denied any compensation. The lack of accountability and poor customer service is unacceptable, especially when it involves essential items like a baby stroller. Their support team showed no willingness to resolve the issue fairly.
Turkish Airlines | “they don't care for your time” | 1 | ✅ Trip Verified | It would be bad citizenship if I don't write about my experience with Turkish airline. If you plan to book a trip in which ones possible airline option is Turkish, please make sure you have adjusted expectations. I travel often from the US to middle east and tried different airlines. This time I chose Turkish because it has sightly shorter duration on the longer leg compared to other service providers in the region (Qatar, Emirates, etc). But unfortunately I didn't get what I wanted (shorter trip) and also missed some other standard benefits. With Turkish airlines, you can happily book a flight and make travel plans accordingly. But the airline doesn't feel obliged to commit to that booking. They very very often cancel some legs of your flight likely due to the fact that the leg is not being fully booked. This selfish cost saving approach won't stop there. In my case, it led to a major layover duration increase (1.5 hr to 7 hr). And as you may have guessed, they don't care for your time and won't even mention a penalty. Having a 7 hr layover, I decided to book a lounge at Istanbul airport. I won't bother readers with describing quality and variety of accommodations at the lounge. But it's good to change your expectation about a lounge if you think it's supposed to be a comfy area for resting and good food. If you could find a spot to rest (like taking a nap), you should be proud of yourself. And lastly, after all the misery, we arrived at the destination (Newark NJ) with two out of five checked luggages missing! Again, it might be surprising to a regular reader, but it's very usual for Turkish airline staff if you ask them. The airline had only seven hours to transfer our luggages and this is indeed error prone. You may be more lucky with >10 hr layovers next time. Why am I writing this? Just to vent a little. I'm sure the effect would be minimal. But I also hope this helps some future travelers to dodge the bullet if they have other options.
